PartnerProductID-SuiteCRM;Naam;Beschrijving;Verkoopprijs;Valuta;Inkoopprijs;Duur onderzoek;Resource Type;Inkoopprijs Kliniek;Inkoopprijs Arts;Planning basseren op andere resource;Korting informatie;Active;Inkoopprijs overig;Omschrijving kliniek (AFB);Rapporten;Inkoopprijs Radiologie;Inkoopprijs Cardiologie;Kliniek;KliniekId-SuiteCRM;Producten;ProductId-SuiteCRM;Product key
4f1eec6d-0efe-a212-296f-5e3029d410ac;TB1 Regular Bodyscan zonder cardio;"TB1 Regular Bodyscan zonder cardio, bestaande uit:

MRI onderzoeken:
- MRI Schedel en hersenen
- MRI Hals en aanvoerende bloedvaten hersenen (carotiden)
- MRI Aortaboog (hoofdslagader lichaam)
- MRI Longen (overzichtsscan)
- MRI Boven- en onderbuik organen (m.u.v. slokdarm, maag en darmen)
- MRI Bekken organen (prostaat, baarmoeder en eierstokken) ";1340;EUR;337;30;MRI scanner;0;0;0;;1;0;"TB1
";Radiologie MRI;337;0;Evidia - Augusta Klinik;3e31d364-93f7-837f-6e7c-5e3027d93466;TB1 Regular Bodyscan zonder cardio;6f3e5090-5ee9-a142-e37c-53916b3fa7d9;1098
c3747b92-13b2-3258-25d6-5e3050c6d381;TB1 Last-Minute Bodyscan;"TB1 Last-Minute Bodyscan, bestaande uit:

MRI onderzoeken:
- MRI Schedel en hersenen
- MRI Hals en aanvoerende bloedvaten hersenen (carotiden)
- MRI Aortaboog (hoofdslagader lichaam)
- MRI Longen (overzichtsscan)
- MRI Boven- en onderbuik organen (m.u.v. slokdarm, maag en darmen)
- MRI Bekken organen (prostaat, baarmoeder en eierstokken)
- MRI Onderrug/Lendenwervels (overzichtsscan)";1250;EUR;337;30;MRI scanner;0;0;0;;1;0;TB1;Radiologie MRI;337;0;Evidia - Augusta Klinik;3e31d364-93f7-837f-6e7c-5e3027d93466;TB1 Last-Minute Bodyscan;c221296c-8c35-f0f7-dd8a-4ea1939e79d2;1093
87a60b15-7c95-8843-863b-5e3052e04150;TB2 Last-Minute Bodyscan + Angiografie;"TB2 Last-Minute Bodyscan + Angiografie, bestaande uit:

MRI onderzoeken:
- MRI Schedel en hersenen
- MRI Hals en aanvoerende bloedvaten hersenen (carotiden)
- MRI Aortaboog (hoofdslagader lichaam)
- MRI Longen (overzichtsscan)
- MRI Boven- en onderbuik organen (m.u.v. slokdarm, maag en darmen)
- MRI Bekken organen (prostaat, baarmoeder en eierstokken)
- MRI Onderrug/Lendenwervels (overzichtsscan)
- MRI Gehele bloedvatenstelsel";1990;EUR;506;45;MRI scanner;0;0;0;;0;0;TB2 ;Radiologie MRI;506;0;Evidia - Augusta Klinik;3e31d364-93f7-837f-6e7c-5e3027d93466;TB2 Last-Minute Bodyscan + Angiografie;c773c3e1-41aa-5921-db6e-4ea193cc8578;1156
44cc3619-0b72-fc84-6d75-5e3053109192;TB2 Regular Bodyscan + Angiografie zonder cardio;"TB2 Regular Bodyscan + Angiografie zonder cardio, bestaande uit:

MRI onderzoeken:
- MRI Schedel en hersenen
- MRI Hals en aanvoerende bloedvaten hersenen (carotiden)
- MRI Aortaboog (hoofdslagader lichaam)
- MRI Longen (overzichtsscan)
- MRI Boven- en onderbuik organen (m.u.v. slokdarm, maag en darmen)
- MRI Bekken organen (prostaat, baarmoeder en eierstokken)
- MRI scan van het gehele slagaderstelsel, inclusief contrastmiddel";2090;EUR;506;45;MRI scanner;0;0;0;;1;0;TB2 ;Radiologie MRI;506;0;Evidia - Augusta Klinik;3e31d364-93f7-837f-6e7c-5e3027d93466;TB2 Regular Bodyscan + Angiografie zonder cardio;9bf8c68f-4a49-9c7f-cd11-53918b7e4804;1099
5d5c6da5-b69d-1049-ba51-5e30567e601a;TB3 Regular Bodyscan + Wervelkolom zonder cardio;"TB3 Regular Bodyscan + Wervelkolom zonder cardio, bestaande uit:

MRI onderzoeken:
- MRI Schedel en hersenen
- MRI Hals en aanvoerende bloedvaten hersenen (carotiden)
- MRI Aortaboog (hoofdslagader lichaam)
- MRI Longen (overzichtsscan)
- MRI Boven- en onderbuik organen (m.u.v. slokdarm, maag en darmen)
- MRI Bekken organen (prostaat, baarmoeder en eierstokken)
- MRI Gehele wervelkolom gedetailleerd";1790;EUR;506;45;MRI scanner;0;0;0;;1;0;TB3 ;Radiologie MRI;506;0;Evidia - Augusta Klinik;3e31d364-93f7-837f-6e7c-5e3027d93466;TB3 Regular Bodyscan + Wervelkolom zonder cardio;b4d6e401-07fb-a847-5f71-53919c1f9b7e;1100
b0fd0218-0755-876a-d45a-5e3058479398;TB4 Regular Bodyscan + Angiografie + Wervelkolom zonder cardio;"TB4 Regular Bodyscan + Angiografie + Wervelkolom zonder cardio, bestaande uit:

MRI onderzoeken:
- MRI Schedel en hersenen
- MRI Hals en aanvoerende bloedvaten hersenen (carotiden)
- MRI Aortaboog (hoofdslagader lichaam)
- MRI Longen (overzichtsscan)
- MRI Boven- en onderbuik organen (m.u.v. slokdarm, maag en darmen)
- MRI Bekken organen (prostaat, baarmoeder en eierstokken)
- MRI Gehele wervelkolom gedetailleerd
- MRI Gehele bloedvatenstelsel";2940;EUR;618;60;MRI scanner;0;0;0;;1;0;TB4 ;Radiologie MRI;618;0;Evidia - Augusta Klinik;3e31d364-93f7-837f-6e7c-5e3027d93466;TB4 Regular Bodyscan + Angiografie + Wervelkolom zonder cardio;6731f814-ef92-7893-edf6-5391a6beaa99;1101
6370ad50-ca77-ee81-5def-5e305808c414;MRI Abdomen en buikaorta inclusief CM;MRI scan van de abdomen en buikaorta, inclusief contrastmiddel;850;EUR;350;30;MRI scanner;0;0;0;;1;0;MRT Abdomen und Aorta mit KM;Radiologie MRI;350;0;Evidia - Augusta Klinik;3e31d364-93f7-837f-6e7c-5e3027d93466;MRI Abdomen en buikaorta inclusief CM;d74b0a58-4312-204e-9565-4ea2771bdcec;1157
823f46b8-a744-cceb-e1e3-5e305983ce50;MRI Abdomen inclusief CM;MRI scan van de onder- en bovenbuik (abdomen), inclusief contrastmiddel;950;EUR;225;30;MRI scanner;0;0;0;;1;0;MRT oben und unterbauch zusammen mit KM;Radiologie MRI;225;0;Evidia - Augusta Klinik;3e31d364-93f7-837f-6e7c-5e3027d93466;MRI Abdomen inclusief CM;6d680ddb-3056-4af1-d62e-4ea2770d9f16;1078
adc06170-38b5-aff1-8794-5e305908d412;MRI Bekken, inclusief contrastmiddel;MRI scan van het bekken, inclusief contrastmiddel;650;EUR;224;30;MRI scanner;0;0;0;;1;0;MRT Becken mit KM;Radiologie MRI;224;0;Evidia - Augusta Klinik;3e31d364-93f7-837f-6e7c-5e3027d93466;MRI Bekken inclusief contrastmiddel;2737f022-ecc3-2cda-8389-59db818f78ac;1011
a1a4bff2-144c-16f6-cade-5e305af6e381;MRI Borstwervelkolom (BWS) exclusief CM;MRI scan van de borstwervelkolom;550;EUR;169;30;MRI scanner;0;0;0;;1;0;MRT BWS ohne KM;Radiologie MRI;169;0;Evidia - Augusta Klinik;3e31d364-93f7-837f-6e7c-5e3027d93466;MRI Borstwervelkolom (BWS) exclusief CM;3e52a4f0-0f44-9712-924e-4ea295f90103;1063
620aa6c5-3314-52ce-29a5-5e305a46d125;MRI Borstwervelkolom (BWS) inclusief CM;MRI scan van de borstwervelkolom, inclusief contrastmiddel;650;EUR;225;30;MRI scanner;0;0;0;;1;0;MRT BWS mit KM;Radiologie MRI;225;0;Evidia - Augusta Klinik;3e31d364-93f7-837f-6e7c-5e3027d93466;MRI Borstwervelkolom (BWS) inclusief CM;3ffebf26-f379-d081-bbf6-4ea295e94c19;1064
adeaf137-0f23-8406-7f2d-5e305bce6e3b;MRI Bovenbuik inclusief CM;MRI scan van de bovenbuik, inclusief contrastmiddel;650;EUR;224;30;MRI scanner;0;0;0;;1;0;MRT Oberbauch mit KM;Radiologie MRI;224;0;Evidia - Augusta Klinik;3e31d364-93f7-837f-6e7c-5e3027d93466;MRI Bovenbuik inclusief CM;302006b3-0e7a-5ee5-263e-4ea27719fade;1080
24e0af9f-fb5b-a707-b469-5e305b6ccded;MRI Carotiden inclusief CM;MRI scan van de hersenaanvoerende bloedvaten, inclusief contrastmiddel;550;EUR;220;30;MRI scanner;0;0;0;;1;0;MRT Carotiden mit KM;Radiologie MRI;220;0;Evidia - Augusta Klinik;3e31d364-93f7-837f-6e7c-5e3027d93466;MRI Carotiden inclusief CM;3ac668ed-c531-6250-925c-4ea27756e7ac;1010
f02d08d9-d832-a880-fed9-5e305ca43a63;MRI Enkel exclusief CM;MRI scan van de enkel;550;EUR;169;30;MRI scanner;0;0;0;;1;0;MRT Fussgelenk ohne KM;Radiologie MRI;169;0;Evidia - Augusta Klinik;3e31d364-93f7-837f-6e7c-5e3027d93466;MRI Enkel exclusief CM;20adc70e-a88c-79b4-92be-4ea277b11280;1029
4dd08be0-3eba-8cfc-4593-5e305e0c6fdf;MRI Enkel inclusief CM;MRI scan van de enkel, inclusief contrastmiddel;650;EUR;225;30;MRI scanner;0;0;0;;1;0;MRT Fussgelenk mit KM;Radiologie MRI;225;0;Evidia - Augusta Klinik;3e31d364-93f7-837f-6e7c-5e3027d93466;MRI Enkel inclusief CM;21c43df7-7da6-3fe5-85f3-4ea277c9ecac;1030
24c1bad4-fcb0-19da-3c7e-5e305eedd99d;MRI Gehele wervelkolom exclusief CM;MRI scan van de gehele wervelkolom;950;EUR;197;30;MRI scanner;0;0;0;;1;0;MRT Ganze WirbelsĂ¤ule (LWS+BWS+HWS) ohne KM;Radiologie MRI;197;0;Evidia - Augusta Klinik;3e31d364-93f7-837f-6e7c-5e3027d93466;MRI Gehele wervelkolom exclusief CM;46cd6b66-a630-85d4-8e4c-4ea2954ba872;1059
e8993080-b40a-e23e-3803-5e305f890034;MRI Gehele wervelkolom inclusief CM;MRI scan van de gehele wervelkolom, inclusief contrastmiddel;1050;EUR;281;30;MRI scanner;0;0;0;;1;0;MRT Ganze WirbelsĂ¤ule (LWS+BWS+HWS) mit KM;Radiologie MRI;281;0;Evidia - Augusta Klinik;3e31d364-93f7-837f-6e7c-5e3027d93466;MRI Gehele wervelkolom inclusief CM;487ff4f0-45c0-3c2b-aa0f-4ea295a64d8c;1060
4b970e1a-e9b9-1c6d-6e36-5e305fc62416;MRI hals weke delen inclusief CM ;MRI scan van de weke delen van de hals, inclusief contrastmiddel ;650;EUR;225;30;MRI scanner;0;0;0;;1;0;MRT Hals Weichteile mit KM ;Radiologie MRI;225;0;Evidia - Augusta Klinik;3e31d364-93f7-837f-6e7c-5e3027d93466;MRI Hals weke delen;ef1b7c6f-93c9-2869-29fa-505c5107c16b;1004
af494efb-aeb5-d349-1057-5e305f342f61;MRI Halswervel- en borstwervelkolom (HWS-BWS) exclusief CM;MRI scan van de halswervel- en borstwervelkolom;550;EUR;165;30;MRI scanner;0;0;0;;0;0;MRT HWS und BWS ohne KM;Radiologie MRI;165;0;Evidia - Augusta Klinik;3e31d364-93f7-837f-6e7c-5e3027d93466;MRI Halswervel- en borstwervelkolom (HWS-BWS) excl;4a3445bc-1a01-ced6-6fb6-4ea295237b19;1164
24931991-f220-e3a2-f161-5e306049a680;MRI Halswervelkolom (HWS) exclusief CM;MRI scan van de halswervelkolom;550;EUR;169;30;MRI scanner;0;0;0;;1;0;MRT HWS ohne KM;Radiologie MRI;169;0;Evidia - Augusta Klinik;3e31d364-93f7-837f-6e7c-5e3027d93466;MRI Halswervelkolom (HWS) exclusief CM;4da43483-1df9-4193-09d7-4ea2956ab15c;1061
82b248a8-c7bb-d21c-a21a-5e3060ef2c27;MRI Halswervelkolom (HWS) inclusief CM;MRI scan van de halswervelkolom, inclusief contrastmiddel;650;EUR;225;30;MRI scanner;0;0;0;;1;0;MRT HWS mit KM;Radiologie MRI;225;0;Evidia - Augusta Klinik;3e31d364-93f7-837f-6e7c-5e3027d93466;MRI Halswervelkolom (HWS) inclusief CM;4f4eabd4-b0ca-deee-150d-4ea2951c7320;1062
25c2a01f-bfdc-b265-0b96-5e30608ef076;MRI Hand exclusief CM;MRI scan van de hand;550;EUR;169;30;MRI scanner;0;0;0;;1;0;MRT Handgelenk ohne KM;;169;0;Evidia - Augusta Klinik;3e31d364-93f7-837f-6e7c-5e3027d93466;MRI Hand exclusief CM;2db5afbb-0450-e960-6535-4ea2779120e1;1023
d3745068-e2a1-dd1e-f899-5e30611521d1;MRI Hand inclusief CM;MRI scan van de hand, inclusief contrastmiddel;650;EUR;225;30;MRI scanner;0;0;0;;1;0;"MRT Handgelenk mit KM
";;225;0;Evidia - Augusta Klinik;3e31d364-93f7-837f-6e7c-5e3027d93466;MRI Hand inclusief CM;2ecd3f71-3880-ec7a-4048-4ea27723f37c;1024
583a0d06-2ecc-0594-209e-5e3061881f5a;MRI Heup exclusief CM;MRI scan van de heup;550;EUR;169;30;MRI scanner;0;0;0;;1;0;MRT HĂĽfte ohne KM;Radiologie MRI;169;0;Evidia - Augusta Klinik;3e31d364-93f7-837f-6e7c-5e3027d93466;MRI Heup exclusief CM;17ffebfa-df15-a268-df55-4ea2771813dc;1025
ac0a2586-103b-2c5b-7925-5e306169fd2a;MRI Heup inclusief CM;MRI scan van de heup, inclusief contrastmiddel;650;EUR;225;30;MRI scanner;0;0;0;;1;0;MRT HĂĽfte mit KM;Radiologie MRI;225;0;Evidia - Augusta Klinik;3e31d364-93f7-837f-6e7c-5e3027d93466;MRI Heup inclusief CM;191572eb-b09e-aa57-9d70-4ea2771a9516;1026
e6f7e5fd-e12b-ea87-1fb8-5e306293e92d;MRI hypofyse  inclusief CM;MRI scan van de hypofyse, inclusief contrastmiddel;650;EUR;255;30;MRI scanner;0;0;0;;1;0;MRT Hypophyse mit KM;Radiologie MRI;255;0;Evidia - Augusta Klinik;3e31d364-93f7-837f-6e7c-5e3027d93466;MRI Hypofyse  inclusief CM;9ebb1395-e20d-855d-c122-5ad49319a464;1002
60fe2c03-2652-89c1-8a2c-5e306215b48b;MRI Knie exclusief CM;MRI scan van de knie;550;EUR;169;30;MRI scanner;0;0;0;;1;0;MRT Knie ohne KM;Radiologie MRI;169;0;Evidia - Augusta Klinik;3e31d364-93f7-837f-6e7c-5e3027d93466;MRI Knie exclusief CM;1c5366da-79a5-1e14-fe3c-4ea2774ddbb4;1027
e8d32478-ff20-20bb-79b5-5e306277fb68;MRI Knie inclusief CM;MRI scan van de knie, inclusief contrastmiddel;650;EUR;225;30;MRI scanner;0;0;0;;1;0;MRT Knie mit KM;Radiologie MRI;225;0;Evidia - Augusta Klinik;3e31d364-93f7-837f-6e7c-5e3027d93466;MRI Knie inclusief CM;1d681658-9826-567b-300a-4ea27725c247;1028
a5f94127-bfb7-8df6-2720-5e3062087b5d;MRI Lendenwervelkolom (LWS) exclusief CM;MRI scan van de lendenwervelkolom;550;EUR;169;30;MRI scanner;0;0;0;;1;0;MRT LWS ohne KM;Radiologie MRI;169;0;Evidia - Augusta Klinik;3e31d364-93f7-837f-6e7c-5e3027d93466;MRI Lendenwervelkolom (LWS) exclusief CM;546ba84d-7cee-c526-4937-4ea295716733;1065
e267abd6-0daa-0b3b-81aa-5e306396ee50;MRI Lendenwervelkolom (LWS) inclusief CM;MRI scan van de lendenwervelkolom, inclusief contrastmiddel;650;EUR;225;30;MRI scanner;0;0;0;;1;0;MRT LWS mit KM;Radiologie MRI;225;0;Evidia - Augusta Klinik;3e31d364-93f7-837f-6e7c-5e3027d93466;MRI Lendenwervelkolom (LWS) inclusief CM;5619cd4f-9df2-7818-4ada-4ea295933674;1066
b27db7a2-8be2-773e-3945-5e306399e941;MRI Lichaamangiografie inclusief CM;MRI scan van het gehele slagaderstelsel, inclusief contrastmiddel;650;EUR;225;30;MRI scanner;0;0;0;;1;0;MRT Angiographie (GK);Radiologie MRI;225;0;Evidia - Augusta Klinik;3e31d364-93f7-837f-6e7c-5e3027d93466;MRI Lichaamangiografie inclusief CM;e55a576a-a0ee-a1ff-e772-4ea277755438;1012
d3f13cca-469e-415f-0cd0-5e3063c2bd41;MRI Mammografie inclusief CM;MRI scan mammografie (borstonderzoek), inclusief contrastmiddel;850;EUR;337;30;MRI scanner;0;0;0;;1;0;MRT Mammographie mit KM;;337;0;Evidia - Augusta Klinik;3e31d364-93f7-837f-6e7c-5e3027d93466;MRI Mammografie inclusief CM;211db7c2-d0fc-6abf-08a3-4ea29e80bb4e;1091
b52ba82a-70d2-6f6e-0bf3-5e3064ff485b;MRI Onderbuik inclusief CM;MRI scan van de onderbuik, inclusief contrastmiddel;650;EUR;225;30;MRI scanner;0;0;0;;1;0;MRT Unterbauch mit KM;Radiologie MRI;225;0;Evidia - Augusta Klinik;3e31d364-93f7-837f-6e7c-5e3027d93466;MRI Onderbuik inclusief CM;edad1545-26d8-a714-5597-4ea2772f63e6;1082
a286d318-c44f-6869-ac4a-5e30659d6fbd;MRI Pols exclusief CM;MRI scan van de pols;550;EUR;169;30;MRI scanner;0;0;0;;1;0;MRT Handgelenk ohne KM;Radiologie MRI;169;0;Evidia - Augusta Klinik;3e31d364-93f7-837f-6e7c-5e3027d93466;MRI Pols exclusief CM;2507d1b3-e7e1-945b-54fd-4ea2773015ec;1021
565c44eb-aab7-ca26-8a57-5e306568f8a4;MRI Pols inclusief CM;MRI scan van de pols, inclusief contrastmiddel;650;EUR;225;30;MRI scanner;0;0;0;;1;0;MRT Handgelenk mit KM;Radiologie MRI;225;0;Evidia - Augusta Klinik;3e31d364-93f7-837f-6e7c-5e3027d93466;MRI Pols inclusief CM;261d3410-d035-4538-2f81-4ea277d3f7c3;1022
208dd0b8-59a7-3a32-a4b5-5e306597c45c;MRI Prostaat gedetailleerd inclusief CM;Gedetailleerde MRI scan van de prostaat, inclusief contrastmiddel;950;EUR;337;30;MRI scanner;0;0;0;;1;0;MRT Prostata mit KM;;337;0;Evidia - Augusta Klinik;3e31d364-93f7-837f-6e7c-5e3027d93466;MRI Prostaat gedetailleerd inclusief CM;24700fcd-7010-59c7-a760-4ea29eb513b0;1092
2dbe9296-6355-6528-bfde-5e30659260f9;MRI Schedel en Carotiden inclusief CM;MRI scan van de schedel en hersenaanvoerende bloedvaten, inclusief contrastmiddel;750;EUR;169;30;MRI scanner;0;0;0;;1;0;MRT SchĂ¤del und Carotiden mit KM;Radiologie MRI;169;0;Evidia - Augusta Klinik;3e31d364-93f7-837f-6e7c-5e3027d93466;MRI Schedel en Carotiden inclusief CM;edfe192d-8036-76e4-e1ef-4e08777fe84b;1003
6ecd8017-3b9b-47ad-f16e-5e3066d0468d;MRI Schedel exclusief CM;MRI scan van de schedel;550;EUR;169;30;MRI scanner;0;0;0;;1;0;MRT SchĂ¤del ohne KM;Radiologie MRI;169;0;Evidia - Augusta Klinik;3e31d364-93f7-837f-6e7c-5e3027d93466;MRI Schedel exclusief CM;366d26c1-b907-365b-ee67-4ea277189d91;1000
84f3f716-0dce-4ec1-97cc-5e3066ce3707;MRI Schedel inclusief CM;MRI scan van de schedel, inclusief contrastmiddel;750;EUR;225;30;MRI scanner;0;0;0;;1;0;MRT SchĂ¤del mit KM;Radiologie MRI;225;0;Evidia - Augusta Klinik;3e31d364-93f7-837f-6e7c-5e3027d93466;MRI Schedel inclusief CM;3783f447-e034-f298-920a-4ea2775e698c;1001
811ef9d1-1a63-c125-59b8-5e30663ddd53;MRI Schouder exclusief CM;MRI scan van de schouder;550;EUR;169;30;MRI scanner;0;0;0;;1;0;MRT Schulter ohne KM;Radiologie MRI;169;0;Evidia - Augusta Klinik;3e31d364-93f7-837f-6e7c-5e3027d93466;MRI Schouder exclusief CM;13a9f043-a4a0-5c7a-53c4-4ea277a83d22;1017
d47bb869-bc37-ec33-bf84-5e30668c53d2;MRI Schouder inclusief CM;MRI scan van de schouder, inclusief contrastmiddel;650;EUR;225;30;MRI scanner;0;0;0;;1;0;MRT Schulter mit KM;Radiologie MRI;225;0;Evidia - Augusta Klinik;3e31d364-93f7-837f-6e7c-5e3027d93466;MRI Schouder inclusief CM;14bf7192-ad29-9505-a71c-4ea277c1defb;1018
22ce3652-e00a-1717-3146-5e30675c225b;MRI Voet exclusief CM;MRI scan van de voet;550;EUR;169;30;MRI scanner;0;0;0;;1;0;MRT Fuss ohne KM;Radiologie MRI;169;0;Evidia - Augusta Klinik;3e31d364-93f7-837f-6e7c-5e3027d93466;MRI Voet exclusief CM;3214150f-9077-ca97-0035-4ea277a23d47;1031
64dfcc71-91dd-1769-efef-5e30673bff84;MRI Voet inclusief CM;MRI scan van de voet, inclusief contrastmiddel;650;EUR;225;30;MRI scanner;0;0;0;;1;0;MRT Fuss mit KM;Radiologie MRI;225;0;Evidia - Augusta Klinik;3e31d364-93f7-837f-6e7c-5e3027d93466;MRI Voet inclusief CM;332c3e8f-1e83-31fb-3ea7-4ea277351301;1032
2bbeb9c7-7b7d-b0f5-0333-5e30698d85e3;CT Abdomen inclusief CM;CT scan van de onder- en bovenbuik (abdomen), inclusief contrastmiddel;750;EUR;220;15;CT scanner;0;0;0;;1;0;CT Abdomen mit KM;;220;0;Evidia - Augusta Klinik;3e31d364-93f7-837f-6e7c-5e3027d93466;CT Abdomen inclusief CM;a2340894-a156-81d8-09bf-4ea2771aca73;1085
87e8319d-bdaa-60e1-b1db-5e30699f24cf;CT Gehele wervelkolom exclusief CM;CT scan van de gehele wervelkolom;650;EUR;165;30;CT scanner;0;0;0;;1;0;CT WirbelsĂ¤ule ohne KM;;165;0;Evidia - Augusta Klinik;3e31d364-93f7-837f-6e7c-5e3027d93466;CT Gehele wervelkolom exclusief CM;326076c1-b8e3-8e70-16cf-4ea295c25b8f;1069
